airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price,Actual_Price,Predicted_Price
1,822,5,2,0,0,0,1,22.83,11,8621,8621,8232.2
1,863,5,4,0,2,0,1,6.25,11,9201,9201,30095.4
1,872,5,5,0,4,0,1,11.42,11,9201,9201,20528.8
1,797,5,1,0,5,0,1,13.0,11,9201,9201,36560.8
1,825,5,0,0,4,0,1,16.92,11,9201,9201,18282.4
1,870,5,1,0,3,0,1,17.17,11,9201,9201,17283.4
1,810,5,2,0,0,0,1,18.25,11,9201,9201,28952.0
1,811,5,0,0,5,0,1,9.08,11,9408,9408,12106.8
3,307,5,1,0,0,0,1,6.92,11,10127,10127,7387.0
3,307,5,1,0,0,0,1,8.42,11,10127,10127,7935.2
5,1548,5,4,0,2,0,1,6.92,11,11129,11129,33484.2
5,1555,5,5,0,4,0,1,9.92,11,11129,11129,19824.8
5,1547,5,0,0,5,0,1,10.25,11,11129,11129,21486.4
5,1548,5,4,0,5,0,1,10.75,11,11129,11129,33484.2
1,863,5,4,0,5,0,1,12.25,11,11469,11469,12984.6
1,860,5,1,0,5,0,1,14.25,11,11469,11469,22187.8
1,797,5,1,0,5,0,1,15.17,11,11469,11469,34447.2
1,872,5,5,0,0,0,1,16.83,11,11469,11469,27933.0
5,1545,5,1,0,2,0,1,11.0,11,11843,11843,27664.4
5,1545,5,1,0,5,0,1,14.42,11,11843,11843,36217.4
1,810,5,2,0,4,0,1,17.67,11,11617,11617,20807.4
2,1010,5,1,0,0,0,1,9.17,11,12847,12847,4894.4
1,818,5,1,0,5,0,1,14.67,11,12978,12978,20773.8
5,1434,5,1,1,2,0,1,12.25,11,14763,14763,28962.0
5,1434,5,1,1,5,0,1,14.42,11,14791,14791,15344.6
0,1215,5,1,0,2,0,1,11.42,11,14690,14690,13314.0
1,814,5,4,0,4,0,1,20.92,11,14766,14766,15385.6
1,814,5,4,0,0,0,1,24.25,11,14766,14766,12159.6
0,1147,5,5,2,5,0,1,1.92,12,5104,5104,5104.0
5,1502,5,0,2,2,0,1,1.75,12,5103,5103,11335.4
5,1512,5,2,2,5,0,1,1.75,12,5103,5103,11335.4
5,1495,5,1,2,1,0,1,1.83,12,5103,5103,11335.4
2,1001,5,1,2,1,0,1,1.58,12,5102,5102,5217.6
3,324,5,4,2,4,0,1,1.83,12,5103,5103,5806.6
1,800,5,4,2,4,0,1,1.67,12,5103,5103,14451.6
0,1165,5,5,0,0,0,1,13.5,12,5101,5101,5101.0
2,1027,5,1,0,4,0,1,4.67,12,5102,5102,5270.0
2,1091,5,0,0,5,0,1,6.92,12,5102,5102,5102.0
2,977,5,1,1,0,0,1,7.92,12,5102,5102,5566.4
2,1025,5,5,0,4,0,1,11.33,12,5102,5102,6021.0
2,1003,5,4,0,5,0,1,11.5,12,5102,5102,4934.0
2,1017,5,5,0,4,0,1,12.42,12,5102,5102,5102.0
2,1061,5,1,0,2,0,1,14.33,12,5102,5102,5933.6
3,332,5,2,0,5,0,1,5.58,12,5103,5103,6092.4
3,197,5,0,0,2,0,1,5.75,12,5103,5103,5103.0
3,449,5,4,0,2,0,1,6.42,12,5103,5103,5468.4
3,294,5,0,0,5,0,1,6.75,12,5103,5103,6162.0
3,11,5,1,0,0,0,1,9.58,12,5103,5103,6599.4
3,293,5,4,0,2,0,1,7.08,12,6017,6017,6838.6
3,296,5,4,0,5,0,1,10.0,12,6017,6017,7958.0
5,1521,5,4,0,4,0,1,22.08,12,8148,8148,9521.2
5,1517,5,1,0,4,0,1,26.5,12,8148,8148,15129.2
1,788,5,5,0,0,0,1,18.67,12,8148,8148,19893.8
1,788,5,5,0,5,0,1,26.0,12,8148,8148,21665.2
1,824,5,1,0,5,0,1,17.42,12,8831,8831,9503.8
1,724,5,0,0,3,0,1,8.58,12,9201,9201,36445.2
1,863,5,4,0,5,0,1,10.08,12,9201,9201,36560.8
1,797,5,1,0,5,0,1,13.0,12,9201,9201,37823.0
1,724,5,0,0,4,0,1,17.33,12,9201,9201,35446.2
1,872,5,5,0,2,0,1,18.75,12,9201,9201,45642.2
1,863,5,4,0,4,0,1,22.92,12,9201,9201,9316.6
4,1333,5,4,0,4,0,1,21.42,12,9513,9513,11152.8
1,879,5,2,0,0,0,1,17.5,12,9779,9779,35446.2
5,1532,5,2,0,5,0,1,5.75,12,11129,11129,43510.8
5,1558,5,4,0,2,0,1,6.58,12,11129,11129,22574.4
5,1531,5,0,0,5,0,1,6.92,12,11129,11129,22288.8
5,1540,5,0,0,5,0,1,8.0,12,11129,11129,22288.8
5,1535,5,1,0,2,0,1,9.5,12,11129,11129,34344.6
5,1558,5,4,0,5,0,1,10.0,12,11129,11129,43609.4
1,825,5,0,0,0,0,1,22.92,12,11469,11469,9201.0
1,810,5,2,0,4,0,1,17.67,12,11617,11617,10137.8
1,863,5,4,0,4,0,1,25.67,12,11617,11617,9037.4
2,973,5,5,0,0,0,1,15.42,12,12847,12847,4600.4
0,1215,5,1,0,2,0,1,11.42,12,13552,13552,12005.6
1,792,5,4,0,5,0,1,13.58,12,13818,13818,20053.6
1,814,5,4,1,4,0,1,20.92,12,14766,14766,22623.8
1,792,5,4,0,2,0,1,32.08,12,14766,14766,19609.6
5,1434,5,1,0,5,0,1,14.42,12,15822,15822,15615.8
0,1167,5,5,2,5,0,1,1.92,13,5104,5104,4844.0
5,1498,5,2,2,2,0,1,1.75,13,5103,5103,14451.6
2,1097,5,2,2,2,0,1,1.67,13,5102,5102,4506.4
3,310,5,4,2,4,0,1,1.58,13,5103,5103,6230.6
1,800,5,4,2,4,0,1,1.67,13,5103,5103,14451.6
1,783,5,2,2,2,0,1,1.75,13,5103,5103,11398.4
0,1174,5,0,0,5,0,1,7.5,13,5101,5101,3890.2
0,1175,5,5,0,4,0,1,9.08,13,5101,5101,6859.6
0,1197,5,1,0,5,0,1,16.17,13,5101,5101,7794.4
2,1027,5,1,0,4,0,1,4.67,13,5102,5102,5270.0
2,1037,5,0,0,5,0,1,7.92,13,5102,5102,6030.8
2,973,5,5,0,4,0,1,8.92,13,5102,5102,4934.0
2,1005,5,0,0,5,0,1,9.17,13,5102,5102,4934.0
4,1330,5,5,0,4,0,1,9.25,13,5102,5102,4847.6
2,1026,5,2,0,4,0,1,14.75,13,5102,5102,5102.0
3,384,5,2,0,5,0,1,3.75,13,5103,5103,7612.6
3,406,5,1,0,4,0,1,5.08,13,5103,5103,7077.8
3,443,5,0,0,2,0,1,5.25,13,5103,5103,5604.6
3,197,5,0,0,2,0,1,6.0,13,5103,5103,5377.0
3,282,5,1,0,0,0,1,7.08,13,5103,5103,6553.0
3,343,5,4,0,5,0,1,8.83,13,5103,5103,5241.0
3,129,5,2,2,2,0,1,1.75,13,5208,5208,5355.0
3,11,5,1,0,4,0,1,5.5,13,5560,5560,5122.0
3,293,5,4,0,0,0,1,5.17,13,6473,6473,6656.0
3,197,5,0,0,2,0,1,6.83,13,6473,6473,5377.0
3,293,5,4,0,2,0,1,7.08,13,6473,6473,6358.4
3,307,5,1,0,0,0,1,8.42,13,6473,6473,8300.6
5,1517,5,1,0,2,0,1,13.17,13,8148,8148,15108.2
5,1517,5,1,0,4,0,1,26.5,13,8148,8148,20861.0
1,825,5,0,0,3,0,1,8.17,13,9201,9201,36445.2
1,724,5,0,0,3,0,1,8.58,13,9201,9201,27664.2
1,860,5,1,0,3,0,1,16.17,13,9201,9201,27363.8
1,724,5,0,0,4,0,1,17.33,13,9201,9201,35561.8
1,863,5,4,0,4,0,1,22.92,13,9201,9201,9391.6
1,860,5,1,0,4,0,1,24.92,13,9201,9201,9556.4
1,863,5,4,0,5,0,1,10.08,13,9779,9779,27779.8
1,879,5,2,0,0,0,1,17.5,13,9779,9779,43528.6
4,1426,5,0,0,4,0,1,17.0,13,9829,9829,11170.6
4,1327,5,0,0,4,0,1,17.5,13,10143,10143,8691.0
5,1558,5,4,0,2,0,1,6.58,13,11129,11129,32717.4
5,1548,5,4,0,2,0,1,6.92,13,11129,11129,33448.6
5,1550,5,4,0,5,0,1,13.92,13,11129,11129,34344.6
5,1556,5,5,0,4,0,1,13.92,13,11129,11129,33448.6
5,1550,5,4,0,5,0,1,14.58,13,11129,11129,34344.6
5,1556,5,5,0,4,0,1,14.92,13,11129,11129,34936.0
1,797,5,1,0,5,0,1,15.17,13,11469,11469,17399.0
1,724,5,0,0,4,0,1,19.17,13,11469,11469,10766.2
4,1333,5,4,0,4,0,1,21.42,13,11613,11613,10434.2
2,1010,5,1,0,0,0,1,9.17,13,12847,12847,4262.0
2,1061,5,1,0,2,0,1,12.17,13,12873,12873,11318.8
5,1494,5,4,0,0,0,1,4.58,13,13871,13871,30692.4
5,1433,5,2,1,2,0,1,26.17,13,14658,14658,21453.0
1,792,5,4,1,3,0,1,16.0,13,14766,14766,15119.6
1,792,5,4,1,4,0,1,24.75,13,14766,14766,15942.4
5,1434,5,1,0,5,0,1,14.42,13,15822,15822,15822.0
3,31,5,4,0,0,0,1,4.5,13,15761,15761,13346.0
3,553,5,0,0,5,0,1,6.0,13,15761,15761,13072.8
0,1167,5,5,2,5,0,1,1.92,14,5104,5104,4080.0
5,1498,5,2,2,2,0,1,1.75,14,5103,5103,13845.8
5,1505,5,5,2,5,0,1,1.83,14,5103,5103,11335.4
2,1001,5,1,2,1,0,1,1.58,14,5102,5102,4790.0
2,1032,5,0,2,2,0,1,1.58,14,5102,5102,4026.4
2,1097,5,2,2,2,0,1,1.67,14,5102,5102,4506.4
2,1042,5,5,2,5,0,1,1.75,14,5102,5102,3910.8
2,1008,5,5,2,3,0,1,1.75,14,5102,5102,3910.8
3,298,5,3,2,3,0,1,1.58,14,5103,5103,3911.4
0,1174,5,0,0,5,0,1,7.5,14,5101,5101,3284.8
0,1175,5,5,0,4,0,1,9.08,14,5101,5101,7072.8
0,1174,5,0,0,3,0,1,9.5,14,5101,5101,4138.6
2,1026,5,2,0,5,0,1,4.42,14,5102,5102,5438.0
2,1022,5,4,0,2,0,1,7.67,14,5102,5102,5433.0
2,1037,5,0,0,5,0,1,7.92,14,5102,5102,5182.0
2,1003,5,4,0,5,0,1,11.5,14,5102,5102,4934.0
2,1014,5,2,0,1,0,1,14.5,14,5102,5102,4949.8
3,299,5,0,0,5,0,1,8.08,14,5103,5103,6111.0
3,109,5,0,2,2,0,1,1.75,14,5313,5313,4069.4
0,1197,5,1,1,4,0,1,3.92,14,6273,6273,6171.8
3,282,5,1,0,4,0,1,4.33,14,6473,6473,5555.2
3,293,5,4,0,0,0,1,5.17,14,6473,6473,6386.8
3,11,5,1,0,4,0,1,5.5,14,6473,6473,4866.8
3,197,5,0,0,2,0,1,5.75,14,6473,6473,5651.0
3,285,5,2,0,5,0,1,6.5,14,6473,6473,5755.6
3,197,5,0,0,2,0,1,6.83,14,6473,6473,5651.0
3,197,5,0,0,5,0,1,8.0,14,6473,6473,7540.2
0,1215,5,1,0,5,0,1,14.42,14,7192,7192,7133.2
1,870,5,1,0,3,0,1,17.17,14,9201,9201,8289.4
1,797,5,1,0,2,0,1,9.17,14,9779,9779,36930.4
1,797,5,1,0,5,0,1,13.0,14,9779,9779,27408.0
1,810,5,2,0,4,0,1,14.92,14,9779,9779,18522.2
1,870,5,1,0,4,0,1,25.92,14,9779,9779,8499.8
1,872,5,5,0,3,0,1,26.67,14,10703,10703,10689.2
5,1545,5,1,0,4,0,1,5.83,14,11129,11129,28520.6
5,1548,5,4,0,2,0,1,6.92,14,11129,11129,32512.8
5,1531,5,0,0,5,0,1,6.92,14,11129,11129,23879.2
5,1547,5,0,0,5,0,1,8.0,14,11129,11129,37216.4
5,1550,5,4,0,2,0,1,8.25,14,11129,11129,34344.6
5,1547,5,0,0,5,0,1,10.25,14,11129,11129,37216.4
1,872,5,5,0,4,0,1,14.17,14,11617,11617,10283.0
1,810,5,2,0,4,0,1,17.67,14,11617,11617,10377.6
5,1558,5,4,0,2,0,1,8.42,14,12468,12468,33716.4
1,785,5,4,0,0,0,1,25.67,14,13503,13503,28461.4
0,1215,5,1,0,2,0,1,11.42,14,13762,13762,8104.2
5,1434,5,1,0,2,0,1,12.25,14,15393,15393,28584.0
5,1434,5,1,0,5,0,1,14.42,14,15822,15822,15822.0
5,1434,5,1,0,5,0,1,17.33,14,15822,15822,15822.0
5,1434,5,1,0,4,0,1,26.67,14,15822,15822,14631.0
3,31,5,4,0,2,0,1,5.42,14,16391,16391,14228.0
5,1510,5,4,2,4,0,1,1.67,15,5103,5103,13845.8
5,1498,5,2,2,2,0,1,1.75,15,5103,5103,13240.0
2,1032,5,0,2,2,0,1,1.58,15,5102,5102,3315.2
2,1096,5,0,2,0,0,1,1.67,15,5102,5102,3910.8
1,800,5,4,2,4,0,1,1.67,15,5103,5103,10189.8
0,1197,5,1,0,4,0,1,3.92,15,5101,5101,6171.8
0,1174,5,0,0,5,0,1,7.5,15,5101,5101,2679.4
2,1026,5,2,0,5,0,1,4.42,15,5102,5102,4746.4
2,1027,5,1,0,4,0,1,4.67,15,5102,5102,4709.4
2,967,5,2,0,5,0,1,5.5,15,5102,5102,4836.2
2,1091,5,0,0,5,0,1,6.92,15,5102,5102,5102.0
2,1037,5,0,0,5,0,1,7.92,15,5102,5102,4717.6
2,1036,5,1,0,0,0,1,8.0,15,5102,5102,4691.8
2,1090,5,0,0,5,0,1,8.92,15,5102,5102,5102.0
2,973,5,5,0,4,0,1,8.92,15,5102,5102,5102.0
2,1006,5,5,0,4,0,1,11.42,15,5102,5102,5270.0
2,1003,5,4,0,5,0,1,11.5,15,5102,5102,4934.0
2,1010,5,1,0,5,0,1,15.42,15,5102,5102,5102.0
3,281,5,2,0,5,0,1,5.67,15,5103,5103,6332.6
3,299,5,0,0,5,0,1,8.08,15,5103,5103,6111.0
5,1519,5,2,0,2,0,1,24.17,15,5985,5985,6512.4
1,788,5,5,0,0,0,1,18.08,15,6405,6405,13114.8
3,307,5,1,0,0,0,1,8.42,15,6930,6930,7830.4
3,293,5,4,0,0,0,1,5.17,15,7387,7387,5742.6
5,1521,5,4,0,2,0,1,8.75,15,8148,8148,6351.6
5,1531,5,0,0,4,0,1,16.92,15,10054,10054,31821.2
5,1532,5,2,0,4,0,1,17.25,15,10054,10054,21386.2
5,1556,5,5,0,2,0,1,20.08,15,10054,10054,44027.8
2,1012,5,4,0,0,0,1,3.67,15,10039,10039,10711.6
5,1537,5,2,0,4,0,1,16.08,15,10474,10474,32342.0
1,872,5,5,0,4,0,1,11.42,15,10400,10400,26855.6
1,863,5,4,0,4,0,1,22.92,15,10400,10400,8459.0
1,797,5,1,0,3,0,1,17.08,15,10703,10703,26824.0
1,870,5,1,0,3,0,1,17.17,15,10703,10703,7836.6
5,1558,5,4,0,2,0,1,6.58,15,11129,11129,44145.0
5,1531,5,0,0,5,0,1,6.92,15,11129,11129,43672.6
5,1531,5,0,0,5,0,1,7.58,15,11129,11129,45263.0
5,1547,5,0,0,5,0,1,8.0,15,11129,11129,38281.6
5,1548,5,4,0,5,0,1,8.5,15,11129,11129,32923.4
5,1540,5,0,0,5,0,1,8.67,15,11129,11129,33448.6
1,872,5,5,0,5,0,1,22.58,15,10820,10820,45827.0
5,1534,5,1,0,2,0,1,10.5,15,11307,11307,41920.4
1,863,5,4,0,2,0,1,6.25,15,11627,11627,36560.8
1,860,5,1,0,2,0,1,8.25,15,11627,11627,36560.8
1,792,5,4,0,2,0,1,11.67,15,13398,13398,16215.2
1,799,5,2,1,3,0,1,29.58,15,13550,13550,8060.4
1,799,5,2,1,4,0,1,14.33,15,14390,14390,12914.0
1,799,5,2,1,0,0,1,17.92,15,14810,14810,29951.2
3,31,5,4,0,0,0,1,4.5,15,16076,16076,15236.0
3,553,5,0,0,5,0,1,6.0,15,16076,16076,15687.4
1,860,5,1,0,2,0,1,11.83,15,16656,16656,20027.4
1,797,5,1,0,2,0,1,12.75,15,16656,16656,27873.4
5,1501,5,0,1,5,0,1,8.25,15,18271,18271,15344.2
5,1502,5,0,2,2,0,1,1.75,16,2074,2074,14451.6
0,1165,5,5,0,4,0,1,11.75,16,2074,2074,3211.2
2,1001,5,1,2,1,0,1,1.58,16,2124,2124,3490.4
3,310,5,4,2,4,0,1,1.58,16,2124,2124,4453.2
2,1096,5,0,2,0,0,1,1.67,16,2124,2124,3315.2
3,129,5,2,2,2,0,1,1.75,16,2124,2124,3336.6
3,341,5,5,2,5,0,1,1.75,16,2124,2124,4069.4
3,484,5,1,2,4,0,1,1.58,16,3280,3280,4646.6
0,1175,5,5,0,4,0,1,9.08,16,3543,3543,6142.8
1,788,5,5,0,5,0,1,26.0,16,3948,3948,12377.0
3,296,5,4,0,5,0,1,10.0,16,4056,4056,6492.8
3,11,5,1,0,0,0,1,9.58,16,4284,4284,6208.6
5,1519,5,2,0,4,0,1,13.5,16,4658,4658,5780.4
3,332,5,2,0,5,0,1,5.58,16,4917,4917,4937.2
5,1519,5,2,0,2,0,1,24.17,16,5309,5309,5929.2
2,1026,5,2,0,5,0,1,4.42,16,5102,5102,4746.4
2,1061,5,1,0,0,0,1,7.67,16,5102,5102,6379.4
2,1022,5,4,0,2,0,1,7.67,16,5102,5102,5456.8
2,1005,5,0,0,5,0,1,9.17,16,5102,5102,4864.8
2,1074,5,1,0,0,0,1,10.25,16,5102,5102,5923.4
2,1017,5,5,0,4,0,1,12.42,16,5102,5102,5102.0
3,293,5,4,0,0,0,1,5.17,16,5442,5442,5261.8
1,724,5,0,0,3,0,1,8.58,16,6082,6082,17503.2
1,797,5,1,0,3,0,1,17.08,16,6082,6082,35905.4
5,1558,5,4,0,2,0,1,6.58,16,6450,6450,45341.6
5,1531,5,0,0,5,0,1,7.58,16,6450,6450,30424.8
5,1558,5,4,0,2,0,1,8.42,16,6450,6450,43672.6
5,1540,5,0,0,5,0,1,8.67,16,6450,6450,7367.4
5,1560,5,2,0,4,0,1,17.33,16,6450,6450,20477.2
5,1545,5,1,0,4,0,1,5.83,16,6710,6710,27584.8
5,1545,5,1,0,5,0,1,16.67,16,6710,6710,35361.2
1,825,5,0,0,3,0,1,8.17,16,6397,6397,26731.6
1,850,5,5,0,3,0,1,28.92,16,6645,6645,36340.2
5,1534,5,1,0,2,0,1,10.5,16,7025,7025,52729.4
5,1534,5,1,0,2,0,1,12.33,16,7025,7025,54907.8
5,1534,5,1,0,5,0,1,16.17,16,7025,7025,29957.6
5,1535,5,1,0,5,0,1,15.83,16,7135,7135,24717.6
1,879,5,2,0,3,0,1,29.17,16,6817,6817,15929.4
1,870,5,1,0,4,0,1,25.92,16,7342,7342,7876.0
1,818,5,1,0,5,0,1,14.67,16,7355,7355,28522.4
1,860,5,1,0,5,0,1,12.08,16,7657,7657,18268.2
1,872,5,5,0,2,0,1,22.33,16,8539,8539,35197.0
1,870,5,1,0,5,0,1,13.08,16,8602,8602,17786.8
5,1501,5,0,1,5,0,1,8.25,16,10422,10422,20730.6
1,799,5,2,1,0,0,1,17.92,16,10222,10222,29411.4
1,799,5,2,1,2,0,1,21.67,16,10222,10222,10960.0
1,811,5,0,0,5,0,1,9.08,16,10458,10458,12720.0
3,31,5,4,0,0,0,1,4.5,16,14501,14501,13922.0
3,31,5,4,0,2,0,1,5.42,16,14816,14816,14132.0
5,1502,5,0,2,2,0,1,1.75,17,2074,2074,13845.8
5,1512,5,2,2,5,0,1,1.75,17,2074,2074,10123.8
5,1505,5,5,2,5,0,1,1.83,17,2074,2074,14382.4
0,1174,5,0,0,3,0,1,9.5,17,2074,2074,3037.0
0,1165,5,5,0,4,0,1,11.75,17,2074,2074,2605.8
3,484,5,1,2,4,0,1,1.58,17,2124,2124,4646.6
3,310,5,4,2,4,0,1,1.58,17,2124,2124,4453.2
2,1097,5,2,2,2,0,1,1.67,17,2124,2124,2719.6
2,1042,5,5,2,5,0,1,1.75,17,2124,2124,3315.2
3,324,5,4,2,4,0,1,1.83,17,2124,2124,3021.6
1,783,5,2,2,2,0,1,1.75,17,2132,2132,10210.0
3,341,5,5,2,5,0,1,1.75,17,2230,2230,3473.6
1,822,5,2,0,2,0,1,24.75,17,3951,3951,5830.0
3,11,5,1,0,4,0,1,5.5,17,4284,4284,5458.0
3,307,5,1,0,0,0,1,6.92,17,4284,4284,5928.8
3,307,5,1,0,0,0,1,8.42,17,4284,4284,5928.8
3,11,5,1,0,0,0,1,9.58,17,4284,4284,6208.6
2,1014,5,2,0,1,0,1,14.5,17,4341,4341,4797.6
5,1521,5,4,0,2,0,1,8.75,17,4760,4760,5072.2
3,197,5,0,0,2,0,1,5.75,17,4634,4634,4518.4
3,282,5,1,0,0,0,1,7.08,17,4634,4634,4386.2
3,296,5,4,0,2,0,1,7.75,17,4634,4634,4518.4
3,197,5,0,0,5,0,1,8.0,17,4634,4634,4663.6
3,296,5,4,0,2,0,1,8.83,17,4634,4634,4402.8
2,977,5,1,1,0,0,1,7.92,17,5102,5102,5102.0
2,1037,5,0,0,5,0,1,7.92,17,5102,5102,5438.0
2,1018,5,5,0,4,0,1,10.0,17,5102,5102,5102.0
2,1016,5,2,0,4,0,1,14.67,17,5102,5102,5102.0
3,299,5,0,0,5,0,1,8.08,17,5103,5103,5700.4
3,293,5,4,0,2,0,1,7.08,17,5127,5127,5304.8
5,1558,5,4,0,2,0,1,6.58,17,6450,6450,42547.6
5,1531,5,0,0,5,0,1,6.92,17,6450,6450,30641.2
5,1534,5,1,0,2,0,1,10.5,17,6450,6450,38766.4
5,1560,5,2,0,4,0,1,16.33,17,6450,6450,32773.2
5,1556,5,5,0,2,0,1,20.08,17,6450,6450,44262.0
5,1556,5,5,0,2,0,1,21.92,17,6450,6450,33165.4
5,1560,5,2,0,2,0,1,22.5,17,6450,6450,31051.6
5,1537,5,2,0,2,0,1,23.08,17,6450,6450,18043.6
5,1560,5,2,0,2,0,1,24.33,17,6450,6450,31051.6
5,1537,5,2,0,5,0,1,24.67,17,6450,6450,30824.0
2,999,5,4,0,2,0,1,9.33,17,6123,6123,7220.4
1,788,5,5,0,0,0,1,18.67,17,6311,6311,4905.2
1,810,5,2,0,0,0,1,18.5,17,6397,6397,44134.8
1,860,5,1,0,3,0,1,16.17,17,6502,6502,26563.6
5,1532,5,2,0,4,0,1,15.08,17,7135,7135,35650.4
5,1535,5,1,0,5,0,1,15.83,17,7135,7135,23025.0
0,1215,5,1,0,2,0,1,11.42,17,7588,7588,7136.6
0,1215,5,1,0,5,0,1,14.42,17,7588,7588,5304.0
1,863,5,4,0,2,0,1,6.25,17,7657,7657,29291.2
1,799,5,2,1,4,0,1,14.33,17,8962,8962,11478.2
1,799,5,2,1,0,0,1,17.92,17,8962,8962,37230.6
4,1327,5,0,0,4,0,1,17.5,17,9280,9280,6126.4
1,814,5,4,1,2,0,1,28.25,17,10028,10028,26390.6
0,1197,5,1,0,5,0,1,16.17,17,10952,10952,8628.6
5,1509,5,1,0,0,0,1,9.5,17,13871,13871,24292.0
5,1434,5,1,0,2,0,1,12.75,17,13916,13916,26539.0
3,31,5,4,0,0,0,1,4.5,17,16496,16496,12713.8
5,1502,5,0,2,2,0,1,1.75,18,2074,2074,13845.8
2,1001,5,1,2,1,0,1,1.58,18,2124,2124,2894.8
0,1236,5,0,2,0,0,1,1.67,18,2124,2124,2124.0
2,1042,5,5,2,5,0,1,1.75,18,2124,2124,2719.6
0,1215,5,1,0,5,0,1,14.42,18,3175,3175,4313.4
4,1330,5,5,0,4,0,1,9.25,18,3408,3408,4350.8
4,1327,5,0,0,4,0,1,17.5,18,3408,3408,6126.4
1,788,5,5,0,5,0,1,26.0,18,3633,3633,3870.6
3,281,5,2,0,5,0,1,5.67,18,4056,4056,4239.8
3,321,5,1,0,0,0,1,6.5,18,4056,4056,5267.4
3,197,5,0,0,2,0,1,6.83,18,4056,4056,4402.8
3,332,5,2,0,5,0,1,5.58,18,4284,4284,3855.4
3,294,5,0,0,5,0,1,6.75,18,4284,4284,5742.0
5,1521,5,4,0,4,0,1,22.08,18,4658,4658,11861.4
2,1091,5,0,0,5,0,1,6.92,18,5102,5102,5102.0
2,977,5,1,1,0,0,1,7.92,18,5102,5102,5102.0
2,1005,5,0,0,5,0,1,9.17,18,5102,5102,4934.0
2,1018,5,5,0,4,0,1,10.0,18,5102,5102,5102.0
2,973,5,5,0,4,0,1,10.58,18,5102,5102,5102.0
2,1025,5,5,0,4,0,1,11.33,18,5102,5102,4746.4
2,1006,5,5,0,4,0,1,11.42,18,5102,5102,5102.0
2,1022,5,4,0,5,0,1,13.58,18,5102,5102,5102.0
3,449,5,4,0,2,0,1,6.42,18,5103,5103,5485.2
3,343,5,4,0,5,0,1,8.83,18,5103,5103,3977.8
1,872,5,5,0,4,0,1,11.42,18,6082,6082,33865.6
1,879,5,2,0,4,0,1,13.92,18,6082,6082,23827.4
1,797,5,1,0,4,0,1,25.83,18,6082,6082,5749.0
1,811,5,0,0,5,0,1,9.08,18,6090,6090,12497.4
5,1545,5,1,0,4,0,1,5.83,18,6450,6450,35344.8
5,1547,5,0,0,2,0,1,6.42,18,6450,6450,27303.6
5,1531,5,0,0,5,0,1,6.92,18,6450,6450,30201.0
5,1558,5,4,0,2,0,1,8.42,18,6450,6450,42736.8
5,1540,5,0,0,5,0,1,8.67,18,6450,6450,18204.4
5,1547,5,0,0,5,0,1,10.25,18,6450,6450,46566.8
5,1550,5,4,0,5,0,1,14.58,18,6450,6450,34277.8
5,1556,5,5,0,4,0,1,14.92,18,6450,6450,42736.8
5,1560,5,2,0,4,0,1,16.33,18,6450,6450,19802.2
5,1531,5,0,0,4,0,1,16.92,18,6450,6450,32881.2
1,810,5,2,0,4,0,1,14.92,18,6397,6397,24286.4
1,863,5,4,0,2,0,1,6.25,18,6502,6502,27219.8
1,797,5,1,0,5,0,1,13.0,18,6502,6502,45154.8
1,797,5,1,0,3,0,1,17.08,18,6502,6502,35365.6
1,872,5,5,0,3,0,1,26.67,18,6502,6502,5973.0
1,879,5,2,0,3,0,1,29.17,18,6502,6502,6865.8
5,1532,5,2,0,5,0,1,5.75,18,7135,7135,34429.0
1,872,5,5,0,0,0,1,14.75,18,6922,6922,35281.6
1,879,5,2,0,0,0,1,17.25,18,6922,6922,25243.4
1,872,5,5,0,5,0,1,22.58,18,6922,6922,54608.0
1,872,5,5,0,5,0,1,24.25,18,7174,7174,54608.0
1,792,5,4,1,4,0,1,24.75,18,8836,8836,23209.2
3,31,5,4,0,5,0,1,8.58,18,9247,9247,14962.2
3,31,5,4,0,0,0,1,4.5,18,10507,10507,10889.4
5,1535,5,1,0,0,0,1,8.5,18,16202,16202,23609.2
5,1510,5,4,2,4,0,1,1.67,19,2074,2074,13240.0
5,1502,5,0,2,2,0,1,1.75,19,2074,2074,13240.0
2,1096,5,0,2,0,0,1,1.67,19,2124,2124,2124.0
3,287,5,1,2,1,0,1,1.83,19,2124,2124,2279.4
0,1147,5,5,2,5,0,1,1.92,19,2124,2124,2720.0
3,484,5,1,2,4,0,1,1.58,19,2230,2230,2762.0
1,786,5,1,0,5,0,1,16.5,19,3633,3633,21537.6
3,530,5,2,0,5,0,1,4.08,19,4056,4056,3927.2
3,285,5,2,0,5,0,1,4.42,19,4056,4056,4063.8
3,285,5,2,0,5,0,1,6.5,19,4056,4056,4061.2
3,296,5,4,0,2,0,1,7.75,19,4056,4056,4176.8
3,282,5,1,0,0,0,1,7.08,19,4211,4211,4176.8
3,293,5,4,0,0,0,1,5.17,19,4284,4284,4452.6
3,332,5,2,0,5,0,1,5.58,19,4284,4284,3855.4
3,307,5,1,0,0,0,1,6.92,19,4284,4284,5221.6
2,1014,5,2,0,1,0,1,14.5,19,4341,4341,4645.4
3,197,5,0,0,2,0,1,6.83,19,4634,4634,4287.2
0,1197,5,1,0,5,0,1,16.17,19,5101,5101,9207.8
0,1215,5,1,0,5,0,1,16.25,19,5101,5101,4001.8
